nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001810	Robert Urich	1946	2002	actor,producer,soundtrack	tt0096639,tt0070355,tt0087451,tt0077093
nm0001811	Peter Ustinov	1921	2004	actor,writer,director	tt0055796,tt0074812,tt0077413,tt0054331
nm0001812	Lee Van Cleef	1925	1989	actor,soundtrack	tt0060196,tt0056217,tt0082340,tt0059578
nm0001813	Dick Van Dyke	1925	\N	actor,producer,soundtrack	tt0054533,tt0058331,tt5028340,tt0062803
nm0001814	Gus Van Sant	1952	\N	director,producer,writer	tt0102494,tt0842929,tt0097240,tt0363589
nm0001815	Jim Varney	1949	2000	actor,writer,soundtrack	tt0230011,tt0092974,tt0114709,tt0120363
nm0001816	Robert Vaughn	1932	2016	actor,director	tt0062765,tt0086393,tt0054047,tt0072308
nm0001817	Reginald VelJohnson	1952	\N	actor,writer,soundtrack	tt0095016,tt0099423,tt0096579,tt0087332
nm0001818	Jesse Ventura	1951	\N	actor,producer	tt0093773,tt0118688,tt0093894,tt0106697
nm0001819	Petra Verkaik	1966	\N	actress,producer,miscellaneous	tt0127643,tt0102733,tt0212879,tt0106323
nm0001820	Abe Vigoda	1921	2016	actor	tt0071562,tt0119215,tt0068646,tt0106364
nm0001821	Jan-Michael Vincent	1944	2019	actor,producer,soundtrack	tt0072705,tt0086662,tt0118789,tt0068931
nm0001822	Robert Wagner	1930	\N	actor,producer,soundtrack	tt0118655,tt0106770,tt0072308,tt0295178
nm0001823	Tom Waits	1949	\N	soundtrack,actor,composer	tt1931533,tt0108122,tt0090967,tt6412452
nm0001824	Ally Walker	1961	\N	actress,writer,producer	tt0105698,tt0115322,tt0116756,tt0114924
nm0001825	Andrew Kevin Walker	1964	\N	writer,actor,miscellaneous	tt0114369,tt0258000,tt0162661,tt0134273
nm0001826	M. Emmet Walsh	1935	\N	actor,soundtrack,stunts	tt0079367,tt0086979,tt0090887,tt0083658
nm0001827	Ray Walston	1914	2001	actor,soundtrack	tt0070735,tt0081353,tt0083929,tt0064782
nm0001828	Melora Walters	1960	\N	actress,director,writer	tt0097165,tt0289879,tt0175880,tt0118749
nm0001829	Rachel Ward	1957	\N	actress,director,writer	tt0085101,tt0086859,tt0083798,tt0083064
nm0001830	Sophie Ward	1964	\N	actress	tt1169809,tt0090357,tt1229822,tt0104181
nm0001831	David Warner	1941	\N	actor,soundtrack	tt0084827,tt0113409,tt0102975,tt0120338
nm0001832	Sam Waterston	1940	\N	actor,producer,director	tt0111127,tt0087553,tt0071577,tt0098844
nm0001833	Emily Watson	1967	\N	actress,soundtrack	tt0272338,tt0115751,tt0289765,tt0280707
nm0001834	Damon Wayans	1960	\N	actor,writer,producer	tt0110443,tt0102266,tt0104897,tt0273855
nm0001835	Carl Weathers	1948	\N	actor,director,producer	tt0075148,tt0116483,tt0093773,tt0089927
nm0001836	Steven Weber	1961	\N	actor,soundtrack,producer	tt0118460,tt0098948,tt0112896,tt0105414
nm0001837	Peter Weir	1944	\N	director,writer,producer	tt1023114,tt0311113,tt0097165,tt0090329
nm0001838	Rachel Weisz	1970	\N	actress,producer,soundtrack	tt6108178,tt3464902,tt0387131,tt0414993
nm0001839	Tuesday Weld	1943	\N	actress,soundtrack	tt0087843,tt0106856,tt0069098,tt0083190
nm0001840	Ming-Na Wen	1963	\N	actress,soundtrack	tt0111301,tt0120762,tt2364582,tt0173840
nm0001841	George Wendt	1948	\N	actor,soundtrack,director	tt0104291,tt0083399,tt0120185,tt0089155
nm0001842	Adam West	1928	2017	actor,soundtrack,director	tt0157503,tt0371606,tt0060153,tt0059968
nm0001843	James Whale	1889	1957	director,miscellaneous,writer	tt0026138,tt0021884,tt0028249,tt0024184
nm0001844	Frank Whaley	1963	\N	actor,director,writer	tt0115759,tt0101761,tt0452702,tt0110912
nm0001845	Forest Whitaker	1961	\N	actor,producer,director	tt0455590,tt1825683,tt1327773,tt0185183
nm0001846	Vanna White	1957	\N	actress,producer	tt0095230,tt0072584,tt0110622,tt0106761
nm0001847	Richard Widmark	1914	2008	actor,producer,soundtrack	tt0053580,tt0071877,tt0055031,tt0039536
nm0001848	Dianne Wiest	1946	\N	actress,soundtrack	tt0115685,tt0109348,tt0091167,tt0099487
nm0001849	Kathleen Wilhoite	1964	\N	actress,soundtrack,composer	tt0091575,tt0098206,tt0109456,tt0119051
nm0001850	Billy Dee Williams	1937	\N	actor,soundtrack,writer	tt0080684,tt0086190,tt2527338,tt4116284
nm0001851	JoBeth Williams	1948	\N	actress,producer,soundtrack	tt0085244,tt0091778,tt0084516,tt0079417
nm0001852	Treat Williams	1951	\N	actor,soundtrack,director	tt0117331,tt0118956,tt0114660,tt0079261
nm0001853	Vanessa Williams	1963	\N	actress,soundtrack,producer	tt0116213,tt0162650,tt0410975,tt0805669
nm0001854	Rita Wilson	1956	\N	actress,producer,soundtrack	tt0116705,tt0114011,tt0108160,tt0163187
nm0001855	Thomas F. Wilson	1959	\N	actor,writer,producer	tt0088763,tt2404463,tt0096874,tt0099088
nm0001856	Oprah Winfrey	1954	\N	producer,actress,miscellaneous	tt0088939,tt0090493,tt1327773,tt1620680
nm0001857	Henry Winkler	1945	\N	actor,producer,writer	tt0367279,tt0084412,tt0120484,tt0389860
nm0001858	Mare Winningham	1959	\N	actress,soundtrack	tt2431286,tt0090060,tt0097889,tt0098536
nm0001859	Shelley Winters	1920	2006	actress,soundtrack,producer	tt0048424,tt0069113,tt0056193,tt0059573
nm0001860	Alicia Witt	1975	\N	actress,soundtrack,music_department	tt0411061,tt0259711,tt0146336,tt0087182
nm0001861	Katarina Witt	1965	\N	actress,producer,soundtrack	tt0243164,tt0116695,tt0122690,tt0123801
nm0001862	Mary Woronov	1943	\N	actress,writer,director	tt0083869,tt0087799,tt0072856,tt0098622
nm0001863	Kari Wuhrer	1967	\N	actress,producer,soundtrack	tt0485851,tt0117894,tt0118615,tt0271367
nm0001864	Noah Wyle	1971	\N	actor,producer,director	tt0104257,tt0246578,tt0412915,tt0108757
nm0001865	Amy Yasbeck	1962	\N	actress	tt0107977,tt0100419,tt0110475,tt0100405
nm0001866	Bolo Yeung	1946	\N	actor,stunts,director	tt0101764,tt0070034,tt0092675,tt0164441
nm0001867	Amy Yip	1965	\N	actress	tt0105845,tt0101490,tt0102562,tt0105287
nm0001868	Michael York	1942	\N	actor,soundtrack,producer	tt0068327,tt0145660,tt0074812,tt0063518
nm0001869	Tina Yothers	1973	\N	actress,soundtrack	tt0195301,tt0089125,tt0084675,tt0083413
nm0001870	Robert Young	1907	1998	actor,soundtrack,producer	tt0039286,tt0063927,tt0046600,tt0033686
nm0001871	Pia Zadora	1954	\N	soundtrack,actress	tt0096402,tt0095270,tt0085863,tt0082122
nm0001872	Steve Zahn	1967	\N	actor,soundtrack,producer	tt3450958,tt0206314,tt0318649,tt0462504
nm0001873	Steven Zaillian	1953	\N	writer,producer,director	tt1568346,tt0108052,tt0108065,tt0120633
nm0001874	Franco Zeffirelli	1923	2019	miscellaneous,production_designer,director	tt0061407,tt0099726,tt0084821,tt0063518
nm0001875	Anthony Zerbe	1936	\N	actor	tt0067525,tt0234215,tt0085407,tt0097742
nm0001876	Catherine Zeta-Jones	1969	\N	actress,soundtrack	tt0137494,tt0181865,tt0120746,tt0299658
nm0001877	Hans Zimmer	1957	\N	music_department,composer,soundtrack	tt1375666,tt0988045,tt5013056,tt0172495
nm0001878	David Zucker	1947	\N	writer,producer,director	tt0362120,tt0080339,tt0088286,tt0102510
nm0001879	Daphne Zuniga	1962	\N	actress,producer,director	tt0090103,tt0097368,tt0094012,tt0103491
nm0001880	Edward Zwick	1952	\N	producer,writer,director	tt0115956,tt0325710,tt0092492,tt0138097
nm0001881	Maryam d'Abo	1960	\N	actress,producer,writer	tt0105395,tt1235124,tt0093428,tt0340477
nm0001882	Olivia d'Abo	1969	\N	actress,soundtrack,music_department	tt2527338,tt2027128,tt0107843,tt0087078
nm0001883	Jenna von Oÿ	1977	\N	actress	tt0113198,tt0200353,tt0101050,tt0096969
nm0001884	Max von Sydow	1929	2020	actor,miscellaneous,soundtrack	tt0050976,tt0080745,tt0477302,tt0181689
nm0001885	Lars von Trier	1956	\N	writer,director,producer	tt0168629,tt1527186,tt4003440,tt0870984
nm0001886	Howard Ross	1941	\N	actor,soundtrack	tt0061218,tt0059672,tt0060590,tt0070023
nm0001887	Paul Brickman	1949	\N	writer,director,producer	tt0086200,tt0100134,tt0250798,tt0139668
nm0001888	Robert Douglas	1909	1999	director,actor,producer	tt0040076,tt0049301,tt0041386,tt0053335
nm0001889	Charles Hawtrey	1914	1988	actor,soundtrack,director	tt0062782,tt0060214,tt0060330,tt0061680
nm0001890	Hugh Herbert	1884	1952	actor,soundtrack,writer	tt0030202,tt0020953,tt0029541,tt0033397
nm0001891	Anthony Higgins	1947	\N	actor,soundtrack	tt0088851,tt0090357,tt0083851,tt0082971
nm0001892	Steve Rice	\N	\N	sound_department,editorial_department,soundtrack	tt0085333,tt0093605,tt0090728,tt0100029
nm0001893	John Archer	1915	1999	actor	tt0042393,tt0042041,tt0054692,tt0033787
nm0001894	Danny Dayton	1923	1999	actor,director,soundtrack	tt0074074,tt0060013,tt0048140,tt0109707
nm0001895	Glenn Miller	1904	1944	soundtrack,actor,music_department	tt0117218,tt0100935,tt0213149,tt5580390
nm0001896	John W. Brown	1882	1949	cinematographer,assistant_director,actor	tt0012709,tt0009690,tt0005939,tt0007068
nm0001897	John M. Davis	\N	\N	music_department,sound_department,composer	tt1374989,tt0118799,tt0395251,tt1210042
